text,confidence,category
"Невозможность занять деньги для обслуживания долга и сокращение бюджета в результате уже практически 30-процентного сокращения цен на нефть - это тяжелейший удар и по бюджету , и по бизнесу .",100.00%,6
"Вот , оказывается , это можно изучать , и это действительно было недавно использовано , буквально в прошлом году , для обнаружения того , что некоторые изотопы элементов 120 и 124 обладают повышенной стабильностью .",100.00%,6
"Был морозный солнечный день , и ему все нравилось : обилие лыжников и скрип свежего снега , который еще не успели убрать в Москве .",100.00%,3
"Он свистит над головами и детей , и взрослых .",100.00%,2
"В Америке избранный президент проводит массовые назначения 12 с лишним тысяч человек , они все работают на ту идею , которая декларирована в той или иной партийной программе , и идея пронизывает всю конструкцию .",100.00%,7
"Когда Медведев начал играть роль преемника , он начал озвучивать в качестве своих планов ровно то , что ему знакомо и как юристу , и как бывшему главе комиссии , разрабатывавшей программу административной реформы .",100.00%,7
Самый массовый - административный ресурс и фальсификации на выборах .,100.00%,4
"Письмо было напечатано в израильском журнале "" 22 "" , и суть его заключалась в том , что Синявский тоже был тайным осведомителем органов .",100.00%,3
Наблюдателем способна быть и амеба - она тоже вполне в состоянии вызвать квантовый коллапс .,100.00%,7
Да и налоги в международных водах платить не надо .,100.00%,1
"Выбрали второе , чему немало способствовала заинтересованность европейского бизнеса в деловых отношениях с Россией и тот факт , что половина потребности Старого Света в газе и четверть в нефти удовлетворяется за счет наших поставок .",100.00%,7
Уже четыре дня я не ел хлеба и живу только на супе на обед .,100.00%,3
"Когда в самом начале нового века в США компьютеризация достигла уровня проникновения в повседневную жизнь большинства населения , остальной мир только втягивался в процесс .",100.00%,4
"Если помните , когда Старик Хоттабыч объелся мороженого и пионеры Женя и Алеша его пожалели , он сразу воспрянул духом и почувствовал себя здоровым .",100.00%,6
Важно приходить в эту мерзость запустения и преображать ее .,100.00%,3
"В молодости он участвовал в Крымской войне , в которой выказал себя отличным специалистом и солдатом - за что был награжден и получил повышение .",100.00%,6
"Первые десять минут Валентин Хагдаев бил в бубен и рассказывал популярные поверья и истории об острове , а следующие двадцать - _ декламировал свои стихи , вышедшие в сборнике "" Молодые поэты Бурятии "" .",99.99%,5
Размышление и самообучение в круг ее задач не входили .,100.00%,2
"Вот и странные голодные собаки , которые всегда плелись за его гробом , вот и одинокий неизвестный человек рядом , вот и крепкий гроб , в котором он лежит .",100.00%,6
"Норвегия приняла решение о сокращении своих квот на нефтяной экспорт на 150 тыс баррелей в день при условии , что остальные страны выполнят свои обещания , и ситуация на мировых сырьевых рынках не изменится .",100.00%,5
"Сегодня мальчиков и девочек готовят к одинаковой деятельности - ведь гендерное разделение труда не такое жесткое , как раньше , а в образовании женщины опережают мужчин , и это медленно подготавливает иной стереотип мышления .",100.00%,7
"Из Грузии в Россию уехало много интеллигенции , они очень гармонично вписались в российскую жизнь и здесь останутся "" .",100.00%,3
"Для наблюдения за общественным порядком и проведения профилактической работы в городских районах рекомендуется "" мобилизовать добровольцев и пенсионеров "" .",100.00%,5
"Если эта ситуация не будет в корне изменена , разрыв между так называемым "" мэйнстримом "" мировой науки , т. е. ведущими направлениями гуманитарных исследований в мире , и российской наукой будет неуклонно расти .",100.00%,6
"Мы уверены , в новой школе каждый учитель в отдельности и коллектив учителей в целом сможет напрямую общаться с теми учениками , которым интересен он и которые интересуют его .",100.00%,5
Жизнь постепенно будет налаживаться и Россия по уровню жизни населения выйдет в число передовых .,100.00%,3
"По его мнению , ситуация в регионе в последнее время значительно улучшилась , что Ваджпаи связывает с некоторыми позитивными сдвигами в кашмирской политике Пакистана .",100.00%,5
"Спасали от холода и крепкий бараний запах , и самое слово "" тулуп "" .",100.00%,3
"Как сообщили в пресс-службе флота , министр прибыл на Кольский полуостров в воскресенье вечером .",100.00%,2
Ведь мертвые и похищенные не в состоянии себя защитить .,100.00%,2
"Кто не знает , что такое "" пикировать "" , пусть и не знает .",100.00%,2
"Долго ему не отворяли и не слышали , притворяясь глухими , наконец , открыли и недоверчиво на него посмотрели .",100.00%,5
Секретарь вытаращил глаза на арестанта и не дописал слова .,100.00%,1
Поэтому в пикосекундный масштаб попадают атомы и молекулы и некоторые достаточно медленные электронные движения .,100.00%,7
С ним я походил и поездил по изувеченной земле .,100.00%,2
"Однако в начале XIX века падения метеоритов стали хорошо документироваться , и все сомнения в их внеземном происхождении отпали .",100.00%,5
"Не только в познании ближнего и дальнего космоса , но и в изучении поверхности Земли и ее недр , развитии техники и прогрессивных технологий .",100.00%,6
"Преодоление монополии большинству блоггеров виделось в "" честных выборах "" , что и вывело их в декабре на улицы .",100.00%,3
"Так в частности , устроена культурная жизнь в США .",100.00%,1
"Как сообщалось , в Санкт-Петербурге в результате пожара в Петропавловской крепости в воскресенье поздно вечером сгорел купол башни Нарышкина бастиона и пострадала стела флагштока .",100.00%,4
Недостатки использования ребризеров - дороговизна и сложность в эксплуатации .,100.00%,1
"В этом случае определяется время завершения игры в игровой день , и по достижении этого времени игрок , чья очередь ходить , должен отложить партию , которая затем доигрывается в определенный турнирными правилами день .",100.00%,7
Почему я в таких подробностях остановился на этом эпизоде ?,100.00%,2
"Путин действует в целом корректно , не заслоняя нового президента на международной арене и не пересекая демаркационную линию дома .",100.00%,4
"Они встроены в язык , и мы даже примерно представляем , где душа находится .",100.00%,6
Так зачем нам рисковать и менять шило на мыло ?,100.00%,1
"В университете Южной Юты существовала традиция - перед началом занятий преподаватели каждого колледжа выезжали на день за город , на университетскую базу , чтобы обсудить планы на следующий год и познакомиться с новыми преподавателями .",100.00%,6
Надо просто смотреть на них и дышать их ароматом .,100.00%,1
"Несмотря на весь скепсис , опрошенные экс-депутаты не разочаровались в политике и готовы в будущем вновь ринуться в бой .",100.00%,3
"На уровне жизни граждан это практически не скажется , даже если на указанные 2 проц . ( статистически неуловимые ) и снизятся цены на облагаемые НДС товары и услуги .",100.00%,7
Поэтому разногласия по европейской ПРО и вообще по ПРО лежат только в политической сфере .,100.00%,5
"И сразу совестно , и в сердце нехорошая тошнота , и батон этот пухлый тяготит , и девять бубликов этих как звенья распавшейся цепи , и думает он : ну вот , зря пожадничал !",100.00%,6
"Ничего не сочинил , не пропел , не выстрелил .",100.00%,2
Довольно скептически на проблему снижения налога смотрят и практики .,100.00%,2
"Лежа на парте , я внимательно слушал голос учителя , не отвлекаясь на обычные шалости , и старался запомнить все , что он говорит .",100.00%,4
"Дальше фантазия не шла , и наши руки устали .",100.00%,2
"Темпы роста заработной платы в сельском хозяйстве выше , чем в экономике в целом .",100.00%,2
Об этом сообщили в понедельник в пресс-службе МЧС России .,100.00%,1
"Если в сентябре прошлого года 44 % населения страны оценивали отношения с США в диапазоне от "" прохладных "" до "" враждебных "" , то после войны в Южной Осетии таких стало 75 % .",100.00%,5
"Для чего существенно изменяются и тематика , и объемы часов по этим видам обучения .",100.00%,4
"Ведомство обвинили в непредоставлении информации о ведении образовательной деятельности без лицензии , подделке дипломов гособразца , нецелевом расходовании бюджетных средств и лжевузах , выпускники которых устраиваются на работу с фальшивыми дипломами , и другом .",100.00%,7
"Замминистра финансов Дмитрий Панкин сказал , что в связи с ростом экспортных доходов Россия в этом году может отказаться от ранее планировавшихся дополнительных заимствований в размере $ 13,5 млрд .",100.00%,6
"Украина в особенности превратилась в "" блошиный рынок рейха "" , где весь этот хлам сбывался в обмен на качественное продовольствие и другие товары .",100.00%,5
"Прежде исследователи считали , что этот запрет был пожалован новгородцам Ярославом Мудрым в благодарность за их помощь в овладении киевским столом в 1015 году .",100.00%,6
"Поэтому уже не удивительно , когда данные таможни не совпадают с реальными объемами перевозки в 5 и более раз .",100.00%,3
"Может , оттого , что я говорю в этой книге о вещах достаточно серьезных , мне и захотелось оттенить их спрятанной в названии улыбкой .",99.99%,6
Этим баннером они и выразили свое отношение и озабоченность .,100.00%,1
"Если ребенок не перешел от жестовой речи к дактилической , в школе его учить не начинали , и не важно , сколько ему лет .",99.99%,6
"Этим изобретением заинтересовались на заводе Генри Форда , и начиная с 1956 года ремни братьев Лигон стали устанавливаться в качестве опции на автомобили Ford .",100.00%,4
"Администрация города обратилась в прокуратуру с просьбой принять меры в отношении "" Дальэнерго "" .",100.00%,2
"Нам кажется , что нужно , и , _ прежде всего , для того , чтобы накопить опыт , апробировать модели практического содружества и взаимодействия образовательной и практической журналистики .",100.00%,7
"Правда , списков задержанных он не видел и в допросах участия не принимал , но , судя по всему , это была именно она .",100.00%,4
"Немецкое и итальянское командование использует в Атлантике в основном подводные лодки , которые действуют на коммуникациях , связывающих Великобританию с Северной Америкой , африканскими колониями , Южно-Африканским Союзом , Австралией , Индией и СССР .",100.00%,7
"Например , известный финансист Андрей Мовчан считает : государство не может превратиться в одну компанию и извлекать добавленную стоимость из углеводородов вечно и долго .",100.00%,5
"Они прячут глаза , подолгу спят и не едят яиц , потому что в своем мире вылуплялись из них "" ( "" Дом , в котором … "" ) .",100.00%,5
Да и обнаружилось это в тех авариях не сразу .,100.00%,1
"Растет и приобретает профессиональный опыт штат молодых тренеров и специалистов , расширяется круг региональных секций и школ синхронного плавания .",100.00%,3
Каждую минуту я гашу фонарь и опять его зажигаю .,100.00%,1
"Томас Харлан в пятидесятых поставил в Германии спектакль о преступлениях нацизма , и те , кого он назвал по имени , будучи при должностях , возбудили против него дело .",100.00%,5
Мы выставили на стол все свои запасы и напитки .,100.00%,1
"Мать ест и поправляется , и начинается новая жизнь .",100.00%,2
"Еще до войны Бауэр ( родился в небедной еврейской семье в Штутгарте ) был судьей по делам несовершеннолетних , самым молодым в истории Германии , и дружил с социал-демократами .",100.00%,6
"Даже в индустриальной Москве иногда из какого-нибудь парка подует ветер и принесет с собой лесной запах ; в Ереване , сколько ни води носом , ветер ничего не принесет .",100.00%,7
"Эти нагрузки изгибают клинок сначала в одну , а потом в другую сторону , в итоге придавая ему знаменитую изогнутую форму - за счет различной закалки лезвия и обуха .",100.00%,5
"Дважды герою полагался памятник на родине , трижды герою _ еще и в Москве .",100.00%,3
"Семи - восьмилетним я уже знал и любил отца , хотя и третьей любовью .",100.00%,3
"Он приехал на паре своих вяток , очень красивых , и они все время стояли у крыльца , он остался , потому что был дождь , и ему хотелось , чтобы к вечеру просохло .",100.00%,6
Пытался он внести и новые предложения в производство обуви .,100.00%,2
"Согласно указаниям начальника игр молодой человек , он же Робинзон , честно перенес все свои видения через проектор мыслей в компьютерную сеть по производству игр и возвратился в комнату .",100.00%,6
"Таким образом , без создания коалиции интересов потребителей и производителей , без сильного антимонопольного законодательства и регулирования , не предусмотрев своего рода компенсационных сделок для проигравших , некоторые из кардинальных реформ продвинуть практически невозможно .",100.00%,7
"Он медленно положил сигару в пепельницу , стоявшую на рояле , тронул клавиши и запел вполголоса романс "" Утро туманное , утро седое "" фантастическим по красоте голосом , слегка подыгрывая себе на рояле .",100.00%,6
"Аргументы правозащитников о том , что и за год человека можно убить или , по крайней мере , выбить из него все человеческое , в этом случае , скорее всего , останутся без внимания .",100.00%,7
"Не одеваясь Серго выскочил на улицу , пробежался по круглому каменному двору и остановился в подворотне : он не знал , куда теперь идти .",100.00%,5
"К этому нужно готовиться , чтобы не показать слабость , но и не сорваться в жесткое противодействие , риторику .",100.00%,5
"Почти никто не знает , что он там доказал , и зачем это нужно было доказывать , и даже что такое "" доказательство "" .",100.00%,7
Прибор их регистрирует и выводит изображение на экран компьютера .,100.00%,2
"Через 3,5 часа мы прибыли на автостанцию в Тарусу .",100.00%,1
"Плохой , хотя и не самый ужасный конец : Россия прошла период "" жирных "" лет , основные сливки сняты , поэтому придется встать на твердую почву и несколько поменять образ жизни и политику .",100.00%,5
"Выяснилось , что общинное миросозерцание и мировосприятие не вечны .",100.00%,4
"Такие деликатные инструменты в условиях всеобщего хаоса откровенно блокируются , что мы и наблюдаем .",100.00%,4
"Современные европейские , в том числе и финские , шаманы свои традиции растеряли и перенимают их теперь у тувинцев , которых считают основателями шаманизма .",100.00%,6
"Поэтому в фирме работает так много матерей - одиночек , и в штате числится немало дам в интересном положении .",100.00%,3
Отец в первый же понедельник ушел добровольцем в ополчение .,100.00%,2
"Мы должны обеспечить государство финансами , чтобы оно могло финансировать и медицину , и социальную программу , и пенсии .",100.00%,4
"Там действительно есть разделение труда , подчас достаточно сложное , но оно подвижное , выполняемая роль и работа обычно зависит от возраста индивида , но может меняться и произвольно , в зависимости от ситуации .",100.00%,7
Я не участвовал в покупке и раза два - три приезжал туда на море .,100.00%,2
"Естественные науки описывают окружающий мир и наблюдаемые в нем явления , стремясь объяснить уже случившиеся события и предсказать будущие .",100.00%,4
"Для центристов все сводилось к перегруппировке сил в правительстве , рейхстаге и отдельных землях .",100.00%,3
"Может прийти участковый и утащить нас в суд "" .",100.00%,1
"В столетнюю годовщину этого символического рубежа развития мы живем , трудимся и потребляем в условиях совсем другой экономики , достижения и проблемы которой бессмысленно измерять ростом производства чугуна , стали , тракторов и зерна .",100.00%,6
"Создание и освоение оружия на новых физических принципах и с новыми свойствами , в том числе тактического ядерного оружия .",100.00%,4
В трудных случаях он видит себя сидящим в старомодном кабинете в компании Альберта Эйнштейна .,100.00%,3
"При помощи двух радиотелескопов , способных работать в миллиметровом диапазоне , ALMA и телескопа Джеймса Максвелла , ученые обнаружили в венерианской атмосфере линии поглощения на длине волны 1,123 миллиметра .",99.99%,6
Национальная безопасность и революция в организации ТВ - вещания .,100.00%,3
В данном случае намерения оппозиции и Запада в определенной степени совпадают с намерениями Путина .,100.00%,3
"Ты можешь спать с кем угодно , делать что угодно - и это не вызовет конфликта , особенно если в любой момент можно сказать : "" Я жертва "" .",100.00%,4
"Вопреки очевидности , я где-то на дне души не верил в прочность победы Тенненбаума .",100.00%,5
"Поплыла вместо этого всего какая-то багровая гуща , в ней закачались водоросли и двинулись куда-то , а вместе с ними двинулся и сам Пилат .",100.00%,6
"Сегодня , по прошествии пяти лет , на научных семинарах в академических институтах можно услышать и выводы более жесткие : "" Юридическое упразднение РАН в 2013 году фактически уничтожило социальный институт науки в России .",100.00%,7
"Однако этот , бесспорно положительный , метод исследования не может целиком закрыть проблему : если не сопоставлять результаты моделирования с экспериментом , то можно уйти в виртуальную область , в своеобразное "" зазеркалье "" .",100.00%,7
"Как образец гармоничного сосуществования человека и природы академик привел пример развития древнекитайской цивилизации : "" Она создавалась тысячелетиями , и основой ее были земля , вода , воздух и физическая сила животных и человека .",100.00%,7
Остальное - в основном всякая сборочная и ремонтная мелочь .,100.00%,3
В одной из своих работ известный российский экономист Е. Гайдар выявил любопытную закономерность : примерно в течение полутора веков между Россией и странами - лидерами Европы упорно сохраняется дистанция в 40 - 60 лет .,100.00%,7
"В Британии нет разделения на следственные изоляторы и места , где отбывают наказание уже приговоренные , максимум - их могут поместить в разные крылья тюрьмы , и то необязательно .",100.00%,6
"Представляете , как прекрасно иметь столько двоюродных братьев и сестер , с которыми обязательно встречаешься каждый год , дружишь с детства , и знать , что эта связь перейдет с тобой во взрослую жизнь .",100.00%,6
"Даже такая маленькая и уютная тьма , которая образовывалась в задвинутом скользящей крышечкой пенале , и та вызывала подозрение .",100.00%,7
В России бизнес на протяжении многих лет поставлен в экстремальные условия и всем собственникам бизнеса приходится в них работать .,100.00%,4
"Вот когда короба их наполнятся , они про тебя забудут , и ты будешь жить в мире и здравии .",100.00%,5
"Из этого доктор Норем сделала вывод : оптимизм и пессимизм становятся у каждого второй натурой , коренящейся как в воспитании , так , видимо , и во врожденном предрасположении .",100.00%,6
"Это связано в основном с обилием мелких и средних фабрик в каждом регионе России "" , - считают продавцы .",100.00%,3
"Когда ток-шоу уже начиналось и шло представление участников , он последним в момент паузы перед его именем появлялся под неизбежные аплодисменты зрителей в студии .",100.00%,5
"Во второй половине недели к столице подойдет циклон , который принесет с собой осадки , сообщили в понедельник в Гидрометеобюро Москвы и Московской области .",100.00%,6
Госпиталь формировался в Курске от союза земств и городов .,100.00%,2
"Закон немедленно вступил в силу , и в короткое время численный состав армии достиг 5 миллионов человек , что составило около 3 % населения .",100.00%,6
"Естественное объяснение этой невероятности требует множественности Вселенных , и таких гипотез немало , но ни одна из них при нынешнем состоянии науки ( а возможно , и вообще ) не может быть подтверждена экспериментально .",100.00%,6
"Директор заверил меня в том , что он внутрь конверта не заглядывал и сразу же велел отнести его мне .",100.00%,3
"Другим важным и "" скорым "" следствием потепления является усиление ветров и повторяемости сильных штормов в средних широтах Атлантики .",100.00%,5
"Не то что с настоящей : съемки Огненной горы проходили в новозеландском заповеднике , и экологи буквально на пятки наступали съемочной группе , требуя бережного отношения к альпийским лугам .",100.00%,5
Тетя Липа и мама уходили спозаранку на свою работу .,100.00%,2
"Почему в моей стране массами вновь овладевают утопии и обожествление власти , почему история не хочет найти альтернативу насилию , почему вновь столь грубо и цинично растаптываются идеи свободы ?",100.00%,5
"Правительства генерала Деникина на юге России и адмирала Колчака в Сибири представлялись более законными выразителями воли народа , чем большевики , захватившие власть в Петрограде в результате военного переворота .",100.00%,4
"Однако , оказывается , и у России в этом плане могут быть свои интересы .",100.00%,1
"С их помощью можно одолеть лед , не превышающий полуметра в толщину : глубже пила не достает , и приходится выпиливать пласт за пластом .",100.00%,5
"Если же это не будет сделано , то тогда закон по существу лишит лиц других национальностей , плохо владеющих эстонским языком , возможности активно участвовать в управлении государственными делами , в общественной жизни республики .",100.00%,6
"Университету была нужна и новая библиотека - здание , не только отвечающее всем современным техническим требованиям , но и идеально вписывающееся в ландшафт кампуса .",100.00%,6
"Это очень простая машинка - ее можно собрать и запрограммировать всего за 30 минут , да и в бумажном руководстве подробно расписан каждый шаг .",100.00%,6
Я занимаюсь крайне интересной работой и никогда не променял бы ее на большое состояние .,100.00%,3
"Мог иметься в виду и слесарь , и столяр .",100.00%,1
"Они упирались друг в друга глазами , не совпадая во времени на десятилетие , и продолжали свой дикий диалог : _ слепого с глухонемым .",100.00%,7
За кедровыми шишками нужно ехать в тайгу уже на Большой земле и специальными тяжеленными колотушками сбивать их с деревьев .,100.00%,6
"Появление человека на этот процесс не влияло до тех пор , пока им не были обнаружены легкодоступные и обильные источники несолнечной энергии - уголь , газ , нефть , а затем и атомная энергия .",100.00%,6
Никто никаких иллюзий на тему всенародного внимания и любви к прессе давно не питает .,100.00%,4
"Однако он отметил , что повышены меры безопасности в аэропортах и на других важных объектах страны , и все службы безопасности получили предупреждение о повышенном уровне угрозы в регионе .",100.00%,6
"Логику в такой деятельности правительства найти так же сложно , как и в его мнимой борьбе за наши интересы .",100.00%,3
"Все мечтали повторить путь Бориса Егорова , первого врача - космонавта , слетавшего в 1964 году на "" Восходе "" и возглавлявшего у нас в ИМБП один из отделов .",100.00%,5
Вы привели в правительство Гайдара и его команду реформаторов ?,100.00%,3
"В частности , сейчас разворачивается дискуссия между Минфином и Минэкономразвития по поводу налогов , в частности , налога на добавленную стоимость - НДС , и пока не совсем понятно , чья позиция возьмет верх .",100.00%,7
"Все эти фазы завершаются переходом к новому проекту , в том числе и в сверхновом стиле семейной жизни , который исследователи назвали серийной моногамией .",100.00%,5
"Наверное , и те , кто эти санкции придумывает и просчитывает , не ставят себе целью , чтобы здесь были угнетены те люди , которые в целом относятся к дружбе России с Западом позитивно .",100.00%,6
"Рабочий паренек из села Калиновка Курской губернии , он с 12 лет вкалывал на заводах и шахтах Донбасса , о чем с удовольствием вспоминал потом на самых разнообразных трибунах .",100.00%,6
"Ванных нигде нет , только тесная уборная с унитазом и раковина - где на кухне , где в передней .",100.00%,5
Все меньше доверия и к демагогам с учеными степенями .,100.00%,1
Есть еще проблема с отсутствием квалифицированной рабочей силы ( имеется в виду менеджерский контингент ) и сокращением ее поступления из-за рубежа в новых условиях .,100.00%,4
"Никуда он не заходил , он на промысел шел .",100.00%,2
"Как сообщил Александр Ролик , в отношении прежнего руководства "" Дальэнерго "" и "" ЛуТЭКа "" дела были прекращены в соответствии с процессуальным кодексом , поскольку предприятия согласились добровольно выплатить ущерб , нанесенный государству .",99.99%,6
"Затем наступает лето с пышной зеленью и синими горами , жарой и обильными дождями .",100.00%,3
"Не хочу его обижать , но я не знаю : он сел против света и не показал мне лица .",100.00%,5
"И тогда , так и не дождавшись , он ушел в то последнее далеко , откуда уже нет возврата .",100.00%,4
"Я понимаю , когда вы накапливаете Фонд национального благосостояния и вкладываете его в качестве целевого капитала в Пенсионный фонд .",100.00%,3
"Скоро будет достигнута критическая точка в 35 - 40 % , и тогда худо всем : потребитель будет вынужден отказывать себе в продуктах , а отечественный производитель пострадает из-за снизившегося спроса на его продукцию .",100.00%,3
"Насколько я понимаю , в планах правительства перевести в автономные значительную часть бюджетных учреждений .",100.00%,4
"Идеальная интеллектуальная система сможет самостоятельно совершенствовать собственный дизайн и менять свою форму самыми разнообразными способами , например , добавляя недостающий материал в определенные части конструкции , изменяя химический состав отдельных узлов и т. д .",100.00%,6
"Я и мои коллеги изучаем , как влияет химический состав и структура металлов и сплавов на их свойства , а также как меняются структура и свойства при термической обработке или при других внешних воздействиях .",100.00%,6
"Правда , такие сравнения могут вводить в заблуждение : между жизнью финнов и критян есть и много других различий .",100.00%,5
"Нормальные люди способны описать гипотетическую ситуацию весьма красочно , в то время как больные ограничиваются несколькими скупыми и не связанными друг с другом подробностями .",100.00%,6
"Согласно этой договоренности , которая вступает в силу с момента подписания , Россия берет на себя обязательства выделить для миротворческих операций ООН четыре средних транспортных вертолета Ми-8 МТ и одну инженерно - саперную роту .",100.00%,7
"Мать , Валентина Игнатьевна , долго болела сердцем , с войной ее сердечная болезнь обострилась , и Лариса Васильевна проводила и мать и осталась совсем одна на белом свете .",100.00%,7
