INPUT:text	INPUT:text1	INPUT:text2	OUTPUT:category	GOLDEN:category	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
Потом Татьяна провалилась в сон и очнулась уже засветло .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b76c577f0875d59acc35	00023f0ffa--63e7ad1503b5dd74ad8e5bb4	00023f0ffa--63e7b76c577f0875d59acc35	a7df2be9ea57bc76cf5c6900c3a192d3	APPROVED	2023-02-11T15:42:36.733
Недостатки использования ребризеров - дороговизна и сложность в эксплуатации .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b76c577f0875d59acc38	00023f0ffa--63e7ad1f03b5dd74ad8e5d49	00023f0ffa--63e7b76c577f0875d59acc38	dfe8ff52e2d996b2c37f94ee901526b2	APPROVED	2023-02-11T15:42:36.766
Есть и лимоновцы , и даже бывшая либеральная публика .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b76c8fb2e27ee93cbcde	00023f0ffa--63e7ad0d03b5dd74ad8e5a3d	00023f0ffa--63e7b76c8fb2e27ee93cbcde	6d7dbbf91d41e80f6e5d4f7329f58516	APPROVED	2023-02-11T15:42:36.903
Недостатки использования ребризеров - дороговизна и сложность в эксплуатации .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b76d38b49f608d4a9b71	00023f0ffa--63e7ad1f03b5dd74ad8e5d49	00023f0ffa--63e7b76d38b49f608d4a9b71	69d1bc1c7abd9401d58ba6d3134d0df3	APPROVED	2023-02-11T15:42:37.622
Однако и в Грязях нас устраивало далеко не все .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b76d6c63877b65b9c037	00023f0ffa--63e7ad0603b5dd74ad8e593a	00023f0ffa--63e7b76d6c63877b65b9c037	785639749b43a66edcdf48fd74918b52	APPROVED	2023-02-11T15:42:37.055
Легкие и нержавеющие материалы как нельзя кстати в судостроении .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b76dcf02855709a10b48	00023f0ffa--63e7ad1803b5dd74ad8e5c44	00023f0ffa--63e7b76dcf02855709a10b48	9194a3c4673b902ac6cf698c083ea697	APPROVED	2023-02-11T15:42:37.096
Потом Татьяна провалилась в сон и очнулась уже засветло .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b76dcf02855709a10b58	00023f0ffa--63e7ad1503b5dd74ad8e5bb4	00023f0ffa--63e7b76dcf02855709a10b58	d7da0b420731b5bde1e5215ac04e2821	APPROVED	2023-02-11T15:42:37.879
Однако и в Грязях нас устраивало далеко не все .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b76e006a84029c3de1fd	00023f0ffa--63e7ad0603b5dd74ad8e593a	00023f0ffa--63e7b76e006a84029c3de1fd	c821b3e270916ef3a3a458c83752d3bd	APPROVED	2023-02-11T15:42:38.038
Легкие и нержавеющие материалы как нельзя кстати в судостроении .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b76e1befc713189a320e	00023f0ffa--63e7ad1803b5dd74ad8e5c44	00023f0ffa--63e7b76e1befc713189a320e	036359a6c2bee305f8e6681e9cdc1171	APPROVED	2023-02-11T15:42:38.113
Есть и лимоновцы , и даже бывшая либеральная публика .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b76e577f0875d59acc66	00023f0ffa--63e7ad0d03b5dd74ad8e5a3d	00023f0ffa--63e7b76e577f0875d59acc66	f791506da5a9464bd5b53a5147e1f7b8	APPROVED	2023-02-11T15:42:38.366
Потом Татьяна провалилась в сон и очнулась уже засветло .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b76f03b5dd74ad8f86e2	00023f0ffa--63e7ad1503b5dd74ad8e5bb4	00023f0ffa--63e7b76f03b5dd74ad8f86e2	6ce985788197a30b2faeb24ae7d723f5	APPROVED	2023-02-11T15:42:39.597
Есть и лимоновцы , и даже бывшая либеральная публика .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b76f38b49f608d4a9ba3	00023f0ffa--63e7ad0d03b5dd74ad8e5a3d	00023f0ffa--63e7b76f38b49f608d4a9ba3	8056d1970ef1d7dc511a07e787daf2f7	APPROVED	2023-02-11T15:42:39.176
Легкие и нержавеющие материалы как нельзя кстати в судостроении .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b76fe0e9031110acd987	00023f0ffa--63e7ad1803b5dd74ad8e5c44	00023f0ffa--63e7b76fe0e9031110acd987	e01dd878e05b39590feefe87b5dd6391	APPROVED	2023-02-11T15:42:39.940
Легкие и нержавеющие материалы как нельзя кстати в судостроении .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77031137e5dec1cb93a	00023f0ffa--63e7ad1803b5dd74ad8e5c44	00023f0ffa--63e7b77031137e5dec1cb93a	5a7165cfabcc8b0a27e23b44ef43c0cf	APPROVED	2023-02-11T15:42:40.842
Недостатки использования ребризеров - дороговизна и сложность в эксплуатации .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b770577f0875d59acc8f	00023f0ffa--63e7ad1f03b5dd74ad8e5d49	00023f0ffa--63e7b770577f0875d59acc8f	cd43c72d4bfca1f9ae02a37694684a86	APPROVED	2023-02-11T15:42:40.236
Есть и лимоновцы , и даже бывшая либеральная публика .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7706c63877b65b9c082	00023f0ffa--63e7ad0d03b5dd74ad8e5a3d	00023f0ffa--63e7b7706c63877b65b9c082	ffc76a169ff6afed51523de4e46c106e	APPROVED	2023-02-11T15:42:40.201
Однако и в Грязях нас устраивало далеко не все .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b770bf19e327ec3bbe0b	00023f0ffa--63e7ad0603b5dd74ad8e593a	00023f0ffa--63e7b770bf19e327ec3bbe0b	d3f1076ed0d20bf413d36733851be64e	APPROVED	2023-02-11T15:42:40.032
Потом Татьяна провалилась в сон и очнулась уже засветло .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b770cf02855709a10b95	00023f0ffa--63e7ad1503b5dd74ad8e5bb4	00023f0ffa--63e7b770cf02855709a10b95	b405d278a43fbb5184da6e5c7536a68d	APPROVED	2023-02-11T15:42:40.319
Однако и в Грязях нас устраивало далеко не все .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b770f231c761224fc562	00023f0ffa--63e7ad0603b5dd74ad8e593a	00023f0ffa--63e7b770f231c761224fc562	88928023c0821c0bba96c4691144cec7	APPROVED	2023-02-11T15:42:40.979
Недостатки использования ребризеров - дороговизна и сложность в эксплуатации .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7711befc713189a323e	00023f0ffa--63e7ad1f03b5dd74ad8e5d49	00023f0ffa--63e7b7711befc713189a323e	136639f7c795537146b2c03edab2b22f	APPROVED	2023-02-11T15:42:41.094
Есть и лимоновцы , и даже бывшая либеральная публика .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7712b041c6b27aa88fa	00023f0ffa--63e7ad0d03b5dd74ad8e5a3d	00023f0ffa--63e7b7712b041c6b27aa88fa	f72a276352db7a156709f26cf4ecf4a4	APPROVED	2023-02-11T15:42:41.597
Легкие и нержавеющие материалы как нельзя кстати в судостроении .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77138b49f608d4a9bd6	00023f0ffa--63e7ad1803b5dd74ad8e5c44	00023f0ffa--63e7b77138b49f608d4a9bd6	ecd60521eb66491e7be46fb9792409a0	APPROVED	2023-02-11T15:42:41.744
Потом Татьяна провалилась в сон и очнулась уже засветло .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b772006a84029c3de2a3	00023f0ffa--63e7ad1503b5dd74ad8e5bb4	00023f0ffa--63e7b772006a84029c3de2a3	a99695db7fc99367e3b2781bc43935f8	APPROVED	2023-02-11T15:42:42.027
Однако и в Грязях нас устраивало далеко не все .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77217ea1a2f474599f6	00023f0ffa--63e7ad0603b5dd74ad8e593a	00023f0ffa--63e7b77217ea1a2f474599f6	243f7fd89c87f357b98b0ec66753e583	APPROVED	2023-02-11T15:42:42.090
Есть и лимоновцы , и даже бывшая либеральная публика .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7722b041c6b27aa8917	00023f0ffa--63e7ad0d03b5dd74ad8e5a3d	00023f0ffa--63e7b7722b041c6b27aa8917	365de3d587a6051d9066b869baebe6e2	APPROVED	2023-02-11T15:42:42.684
Недостатки использования ребризеров - дороговизна и сложность в эксплуатации .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7725e82947f3f46aa0c	00023f0ffa--63e7ad1f03b5dd74ad8e5d49	00023f0ffa--63e7b7725e82947f3f46aa0c	757418ad6ef6ea260f93950a1d807d7c	APPROVED	2023-02-11T15:42:42.476
Потом Татьяна провалилась в сон и очнулась уже засветло .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b772800a232967d18e60	00023f0ffa--63e7ad1503b5dd74ad8e5bb4	00023f0ffa--63e7b772800a232967d18e60	808cc9fa938f6292da88c8f5726ced2b	APPROVED	2023-02-11T15:42:42.967
Однако и в Грязях нас устраивало далеко не все .			[6]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7728fb2e27ee93cbd65	00023f0ffa--63e7ad0603b5dd74ad8e593a	00023f0ffa--63e7b7728fb2e27ee93cbd65	eb49baeb6461b8b6e2f2915866ee5c61	APPROVED	2023-02-11T15:42:42.959
Это была вторая поездка дяди и племянника в Дуплянку .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b772e0e9031110acd9c8	00023f0ffa--63e7ad1d03b5dd74ad8e5d0d	00023f0ffa--63e7b772e0e9031110acd9c8	c37d3f402e8f25709eab50fe000d7fd1	APPROVED	2023-02-11T15:42:42.698
Недостатки использования ребризеров - дороговизна и сложность в эксплуатации .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b773577f0875d59acce7	00023f0ffa--63e7ad1f03b5dd74ad8e5d49	00023f0ffa--63e7b773577f0875d59acce7	f405cb93dae080db91de00d6deb2696c	APPROVED	2023-02-11T15:42:43.652
Однако и в Грязях нас устраивало далеко не все .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b773577f0875d59accf5	00023f0ffa--63e7ad0603b5dd74ad8e593a	00023f0ffa--63e7b773577f0875d59accf5	9deb12ef4cb08f2c572279ce22a141a4	APPROVED	2023-02-11T15:42:43.857
Потом Татьяна провалилась в сон и очнулась уже засветло .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7736458d9668b28ef54	00023f0ffa--63e7ad1503b5dd74ad8e5bb4	00023f0ffa--63e7b7736458d9668b28ef54	059c462a75d0ca5329eeb74b920c236f	APPROVED	2023-02-11T15:42:43.750
Есть и лимоновцы , и даже бывшая либеральная публика .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7738063982b220900d1	00023f0ffa--63e7ad0d03b5dd74ad8e5a3d	00023f0ffa--63e7b7738063982b220900d1	4d669d1793070792bedd7d5e5952cf9c	APPROVED	2023-02-11T15:42:43.407
Это была вторая поездка дяди и племянника в Дуплянку .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b773bf19e327ec3bbe75	00023f0ffa--63e7ad1d03b5dd74ad8e5d0d	00023f0ffa--63e7b773bf19e327ec3bbe75	17ca5915ce02f1ae145f3abd083813cf	APPROVED	2023-02-11T15:42:43.505
Недостатки использования ребризеров - дороговизна и сложность в эксплуатации .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7741d35f828b7ff99ec	00023f0ffa--63e7ad1f03b5dd74ad8e5d49	00023f0ffa--63e7b7741d35f828b7ff99ec	40eb725bcc0307046d5c0ade4e8beaec	APPROVED	2023-02-11T15:42:44.493
Это была вторая поездка дяди и племянника в Дуплянку .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7742b041c6b27aa894a	00023f0ffa--63e7ad1d03b5dd74ad8e5d0d	00023f0ffa--63e7b7742b041c6b27aa894a	76b3566ecf4bcc4e47686cfaeb0b6050	APPROVED	2023-02-11T15:42:44.889
Это была вторая поездка дяди и племянника в Дуплянку .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77431137e5dec1cb9a4	00023f0ffa--63e7ad1d03b5dd74ad8e5d0d	00023f0ffa--63e7b77431137e5dec1cb9a4	2dc78db93d4716c7111e33ddf526d8c7	APPROVED	2023-02-11T15:42:44.119
Потом Татьяна провалилась в сон и очнулась уже засветло .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7745e82947f3f46aa3d	00023f0ffa--63e7ad1503b5dd74ad8e5bb4	00023f0ffa--63e7b7745e82947f3f46aa3d	9559e682e196460a28f5cb26ab3afc99	APPROVED	2023-02-11T15:42:44.496
Госпиталь формировался в Курске от союза земств и городов .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b774800a232967d18e7e	00023f0ffa--63e7ad1303b5dd74ad8e5b2c	00023f0ffa--63e7b774800a232967d18e7e	83641df1096bfc22148fbb5ff1bae375	APPROVED	2023-02-11T15:42:44.700
Хотя защищаться , в сущности , и не собирался .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b774f231c761224fc5d5	00023f0ffa--63e7ad0803b5dd74ad8e5980	00023f0ffa--63e7b774f231c761224fc5d5	d1e119662fce91c29a7401f6c8b1316f	APPROVED	2023-02-11T15:42:44.293
Госпиталь формировался в Курске от союза земств и городов .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77580b195458caa249c	00023f0ffa--63e7ad1303b5dd74ad8e5b2c	00023f0ffa--63e7b77580b195458caa249c	189fab19b24be0db3cbdfb37151aacbb	APPROVED	2023-02-11T15:42:45.986
Потом Татьяна провалилась в сон и очнулась уже засветло .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b775ca25f11eaf05714c	00023f0ffa--63e7ad1503b5dd74ad8e5bb4	00023f0ffa--63e7b775ca25f11eaf05714c	59e7973f82b236b5283cf3112d8fc96a	APPROVED	2023-02-11T15:42:45.398
Это была вторая поездка дяди и племянника в Дуплянку .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77638b49f608d4a9c88	00023f0ffa--63e7ad1d03b5dd74ad8e5d0d	00023f0ffa--63e7b77638b49f608d4a9c88	cc98f3cb33313fbb7309147efe6fa968	APPROVED	2023-02-11T15:42:46.057
Госпиталь формировался в Курске от союза земств и городов .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b776577f0875d59acd44	00023f0ffa--63e7ad1303b5dd74ad8e5b2c	00023f0ffa--63e7b776577f0875d59acd44	23a278b8abff705b8b102c3fd1d18ae5	APPROVED	2023-02-11T15:42:46.771
Хотя защищаться , в сущности , и не собирался .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7765aa2d3277b319cdc	00023f0ffa--63e7ad0803b5dd74ad8e5980	00023f0ffa--63e7b7765aa2d3277b319cdc	502eebc92e5c05c1893f4afad53a4c7c	APPROVED	2023-02-11T15:42:46.744
Это была вторая поездка дяди и племянника в Дуплянку .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b776bf19e327ec3bbeed	00023f0ffa--63e7ad1d03b5dd74ad8e5d0d	00023f0ffa--63e7b776bf19e327ec3bbeed	827d37380855ebbc684e06e2cf2e412d	APPROVED	2023-02-11T15:42:46.855
Недостатки использования ребризеров - дороговизна и сложность в эксплуатации .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b776cf02855709a10bd9	00023f0ffa--63e7ad1f03b5dd74ad8e5d49	00023f0ffa--63e7b776cf02855709a10bd9	45fe92c99530c783b8a22d974c8a766d	APPROVED	2023-02-11T15:42:46.104
Важно приходить в эту мерзость запустения и преображать ее .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b776e0e9031110acda1b	00023f0ffa--63e7ad1603b5dd74ad8e5bd7	00023f0ffa--63e7b776e0e9031110acda1b	533c051937b85942e52836156ddb84dc	APPROVED	2023-02-11T15:42:46.947
Недостатки использования ребризеров - дороговизна и сложность в эксплуатации .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77731137e5dec1cba1c	00023f0ffa--63e7ad1f03b5dd74ad8e5d49	00023f0ffa--63e7b77731137e5dec1cba1c	03bc511c3eb87a3738c6361e1475549d	APPROVED	2023-02-11T15:42:47.025
Важно приходить в эту мерзость запустения и преображать ее .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77738b49f608d4a9cb0	00023f0ffa--63e7ad1603b5dd74ad8e5bd7	00023f0ffa--63e7b77738b49f608d4a9cb0	68ff5fe68ca1a04b1f6d386ae6736102	APPROVED	2023-02-11T15:42:47.772
Это была вторая поездка дяди и племянника в Дуплянку .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b777577f0875d59acd61	00023f0ffa--63e7ad1d03b5dd74ad8e5d0d	00023f0ffa--63e7b777577f0875d59acd61	61947d08c29861e8e3123aa6efab2e7f	APPROVED	2023-02-11T15:42:47.649
Госпиталь формировался в Курске от союза земств и городов .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7775aa2d3277b319cf0	00023f0ffa--63e7ad1303b5dd74ad8e5b2c	00023f0ffa--63e7b7775aa2d3277b319cf0	533ddbda1f91560856d83b53971d13ce	APPROVED	2023-02-11T15:42:47.593
Хотя защищаться , в сущности , и не собирался .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b777e0e9031110acda41	00023f0ffa--63e7ad0803b5dd74ad8e5980	00023f0ffa--63e7b777e0e9031110acda41	7e36e85a8578cdc430832844aaeff70e	APPROVED	2023-02-11T15:42:47.652
Это была вторая поездка дяди и племянника в Дуплянку .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77803b5dd74ad8f87a4	00023f0ffa--63e7ad1d03b5dd74ad8e5d0d	00023f0ffa--63e7b77803b5dd74ad8f87a4	8e31a967d3fc6155b64c9d7795f076dc	APPROVED	2023-02-11T15:42:48.420
Важно приходить в эту мерзость запустения и преображать ее .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77817ea1a2f47459a4a	00023f0ffa--63e7ad1603b5dd74ad8e5bd7	00023f0ffa--63e7b77817ea1a2f47459a4a	f791506da5a9464bd5b53a5147e1f7b8	APPROVED	2023-02-11T15:42:48.923
Хотя защищаться , в сущности , и не собирался .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b7788fb2e27ee93cbde2	00023f0ffa--63e7ad0803b5dd74ad8e5980	00023f0ffa--63e7b7788fb2e27ee93cbde2	10fd751f9c94b401bd85e8ce5e5f0775	APPROVED	2023-02-11T15:42:48.616
Это была вторая поездка дяди и племянника в Дуплянку .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b779577f0875d59acdaa	00023f0ffa--63e7ad1d03b5dd74ad8e5d0d	00023f0ffa--63e7b779577f0875d59acdaa	caa2851d5b57210a14e0829ee5773172	APPROVED	2023-02-11T15:42:49.378
Госпиталь формировался в Курске от союза земств и городов .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b779e0e9031110acda61	00023f0ffa--63e7ad1303b5dd74ad8e5b2c	00023f0ffa--63e7b779e0e9031110acda61	1961509830f2b997ad074828d21cb742	APPROVED	2023-02-11T15:42:49.073
Я не был готов возвратиться в Ленинград и согласился .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b779f231c761224fc64b	00023f0ffa--63e7ad0803b5dd74ad8e5976	00023f0ffa--63e7b779f231c761224fc64b	3036841f2a0a14b6d293925e548b7ba4	APPROVED	2023-02-11T15:42:49.233
Важно приходить в эту мерзость запустения и преображать ее .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77a006a84029c3de39e	00023f0ffa--63e7ad1603b5dd74ad8e5bd7	00023f0ffa--63e7b77a006a84029c3de39e	d567a93a714fb420e835b4acf790906e	APPROVED	2023-02-11T15:42:50.442
Хотя защищаться , в сущности , и не собирался .			[6]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77a31137e5dec1cba66	00023f0ffa--63e7ad0803b5dd74ad8e5980	00023f0ffa--63e7b77a31137e5dec1cba66	6e543293b10a20d7bef42d7f578f1b37	APPROVED	2023-02-11T15:42:50.036
Я не был готов возвратиться в Ленинград и согласился .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77a38b49f608d4a9cf0	00023f0ffa--63e7ad0803b5dd74ad8e5976	00023f0ffa--63e7b77a38b49f608d4a9cf0	69d1bc1c7abd9401d58ba6d3134d0df3	APPROVED	2023-02-11T15:42:50.797
Госпиталь формировался в Курске от союза земств и городов .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77b17ea1a2f47459a6f	00023f0ffa--63e7ad1303b5dd74ad8e5b2c	00023f0ffa--63e7b77b17ea1a2f47459a6f	022b61ebb0af2b475d380317b2953247	APPROVED	2023-02-11T15:42:51.200
Важно приходить в эту мерзость запустения и преображать ее .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77b17ea1a2f47459a8b	00023f0ffa--63e7ad1603b5dd74ad8e5bd7	00023f0ffa--63e7b77b17ea1a2f47459a8b	51b7e77b5c5fda49aa82964b3e36c3f4	APPROVED	2023-02-11T15:42:51.891
Важно приходить в эту мерзость запустения и преображать ее .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77b1d35f828b7ff9a70	00023f0ffa--63e7ad1603b5dd74ad8e5bd7	00023f0ffa--63e7b77b1d35f828b7ff9a70	d7b19b9a0f5976385d883ca4ca74269f	APPROVED	2023-02-11T15:42:51.150
Я не был готов возвратиться в Ленинград и согласился .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77b38b49f608d4a9d04	00023f0ffa--63e7ad0803b5dd74ad8e5976	00023f0ffa--63e7b77b38b49f608d4a9d04	5a7165cfabcc8b0a27e23b44ef43c0cf	APPROVED	2023-02-11T15:42:51.841
Хотя защищаться , в сущности , и не собирался .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77b5aa2d3277b319d38	00023f0ffa--63e7ad0803b5dd74ad8e5980	00023f0ffa--63e7b77b5aa2d3277b319d38	1f11a6bd86127ff971401837e0749a11	APPROVED	2023-02-11T15:42:51.186
Удивительно , ведь нефти и алмазов в регионе нет !			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77b5e82947f3f46aab4	00023f0ffa--63e7ad1903b5dd74ad8e5c4f	00023f0ffa--63e7b77b5e82947f3f46aab4	c9ab6876573089328e56f514b0b77f5b	APPROVED	2023-02-11T15:42:51.418
Хотя защищаться , в сущности , и не собирался .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77c2b041c6b27aa8a3e	00023f0ffa--63e7ad0803b5dd74ad8e5980	00023f0ffa--63e7b77c2b041c6b27aa8a3e	b52131e445cb8ca8874f7b02bca40a31	APPROVED	2023-02-11T15:42:52.305
Удивительно , ведь нефти и алмазов в регионе нет !			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77c577f0875d59ace33	00023f0ffa--63e7ad1903b5dd74ad8e5c4f	00023f0ffa--63e7b77c577f0875d59ace33	243f7fd89c87f357b98b0ec66753e583	APPROVED	2023-02-11T15:42:52.150
Госпиталь формировался в Курске от союза земств и городов .			[2]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77ce0e9031110acda90	00023f0ffa--63e7ad1303b5dd74ad8e5b2c	00023f0ffa--63e7b77ce0e9031110acda90	fdd53e0018709e618b46807dc0a705b4	APPROVED	2023-02-11T15:42:52.170
Я не был готов возвратиться в Ленинград и согласился .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77ce0e9031110acda9e	00023f0ffa--63e7ad0803b5dd74ad8e5976	00023f0ffa--63e7b77ce0e9031110acda9e	8825bd5a757375999c6a3a9233d95198	APPROVED	2023-02-11T15:42:52.851
Удивительно , ведь нефти и алмазов в регионе нет !			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77d1d35f828b7ff9a7b	00023f0ffa--63e7ad1903b5dd74ad8e5c4f	00023f0ffa--63e7b77d1d35f828b7ff9a7b	a53aee2d1d52c05dd30f56dd28dca327	APPROVED	2023-02-11T15:42:53.219
Госпиталь формировался в Курске от союза земств и городов .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77d38b49f608d4a9d2e	00023f0ffa--63e7ad1303b5dd74ad8e5b2c	00023f0ffa--63e7b77d38b49f608d4a9d2e	f405cb93dae080db91de00d6deb2696c	APPROVED	2023-02-11T15:42:53.868
Важно приходить в эту мерзость запустения и преображать ее .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77d6c63877b65b9c10d	00023f0ffa--63e7ad1603b5dd74ad8e5bd7	00023f0ffa--63e7b77d6c63877b65b9c10d	4862783650b537a7da9af41c8762e98e	APPROVED	2023-02-11T15:42:53.009
Важно приходить в эту мерзость запустения и преображать ее .			[4]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77e006a84029c3de45f	00023f0ffa--63e7ad1603b5dd74ad8e5bd7	00023f0ffa--63e7b77e006a84029c3de45f	92879d1126606adad1798a8de7984efb	APPROVED	2023-02-11T15:42:54.504
Удивительно , ведь нефти и алмазов в регионе нет !			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77e03b5dd74ad8f8817	00023f0ffa--63e7ad1903b5dd74ad8e5c4f	00023f0ffa--63e7b77e03b5dd74ad8f8817	721764fa359c4b729c871a9083ae8b65	APPROVED	2023-02-11T15:42:54.483
Госпиталь формировался в Курске от союза земств и городов .			[5]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77e31137e5dec1cbaff	00023f0ffa--63e7ad1303b5dd74ad8e5b2c	00023f0ffa--63e7b77e31137e5dec1cbaff	f72a276352db7a156709f26cf4ecf4a4	APPROVED	2023-02-11T15:42:54.843
Я не был готов возвратиться в Ленинград и согласился .			[3]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77e38b49f608d4a9d4a	00023f0ffa--63e7ad0803b5dd74ad8e5976	00023f0ffa--63e7b77e38b49f608d4a9d4a	3e22f87dd8e6d99a6c33a9d8cce233a2	APPROVED	2023-02-11T15:42:54.662
Хотя защищаться , в сущности , и не собирался .			[1]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77ee0e9031110acdac0	00023f0ffa--63e7ad0803b5dd74ad8e5980	00023f0ffa--63e7b77ee0e9031110acdac0	757418ad6ef6ea260f93950a1d807d7c	APPROVED	2023-02-11T15:42:54.807
Важно приходить в эту мерзость запустения и преображать ее .			[7]				https://toloka.yandex.ru/task/37687290/00023f0ffa--63e7b77f38b49f608d4a9d63	00023f0ffa--63e7ad1603b5dd74ad8e5bd7	00023f0ffa--63e7b77f38b49f608d4a9d63	45fe92c99530c783b8a22d974c8a766d	APPROVED	2023-02-11T15:42:55.631
